FinalProcessedData,Assignment group,TextToSequence,WordLength
unable login skype,GRP_0,"[11, 21, 55]",3
ooo engineering tool receive hello report trouble engineering tool cid unable sync no report etc greet good,GRP_0,"[788, 73, 10, 2, 28, 85, 628, 73, 10, 605, 11, 276, 8, 85, 331, 3178, 69]",17
fwd synchronization exchange activesync temporarily block device access admin receive ask activation new mobile phone good regard,GRP_0,"[1663, 836, 270, 482, 483, 184, 92, 23, 388, 2, 214, 216, 62, 145, 107, 69, 195]",17
no internet signal itjzudor ybtmorxp send saturday september ecwtrjnq jpecxuty cc nwfodmhc exurcwkm subject important signal importance high hello hartghymutg line not work connection no input wifi call support thank info good regard,GRP_0,"[8, 72, 1101, 3179, 3180, 65, 629, 246, 844, 845, 206, 168, 166, 119, 1232, 1101, 288, 231, 28, 3181, 507, 3, 16, 152, 8, 1233, 227, 60, 180, 293, 695, 69, 195]",33
install pdfmailer ahlqgjwx wbsfavhg,GRP_24,"[161, 2082, 1664, 1665]",4
network connection not work machine agathon combi hello work combi please look thank greeting marftgytin,GRP_24,"[20, 152, 3, 16, 315, 3182, 1666, 28, 16, 1666, 5, 244, 293, 688, 1432]",15
exchange printer gogtyek,GRP_24,"[270, 93, 3183]",3
probleme mit outlook engracia gonzalesfernandez,GRP_24,"[264, 147, 22, 3184, 3185]",5
problem erpgui vsdtxwry ngkcdjye,GRP_24,"[51, 825, 2083, 2084]",4
important please synchronize network receive hello mr dwfiykeo argtxmvcumar hello help team two must identical datum not currently match cid many thank advance good regards mafghyrina gntn specialist hr share service company service gmbh manage director phvkowml azbtkqwx naruedlk mpvhakdq,GRP_12,"[1232, 5, 547, 20, 2, 28, 380, 457, 911, 28, 29, 74, 389, 427, 3186, 217, 3, 328, 1102, 605, 284, 293, 846, 69, 2085, 3187, 3188, 1234, 153, 265, 176, 17, 176, 379, 623, 503, 504, 505, 506, 477]",40
replace cable vga jion psf wnk pzcmv,GRP_24,"[902, 1406, 2086, 3189, 3190, 3191, 3192]",7
monitor defective hello ahmet gk material store cause problem please look,GRP_24,"[281, 542, 28, 3193, 3194, 727, 912, 847, 51, 5, 244]",11
install pulverleitstand tmqfjard qzhgdoua,GRP_24,"[161, 2087, 1078, 1079]",4
incorrect format pdf bfqnvezs vwkasnxe,GRP_24,"[548, 1081, 523, 2088, 2089]",5
install pulverleitstand vaigycet jtgmpdcr,GRP_24,"[161, 2087, 1661, 1662]",4
erp user block please unlock immediately extend account necessary tomorrow py run receive please ghjvreicj dec need tomorrow run tszvorba wtldpncx mailto broadcast wednesday september pm nkjtoxwv wqtlzvxu cc lixwgnto krutnylz subject block activate urgently importance high hello mr hohgajnn want log sure enter correct login datum unfortunately block view upcoming billing urgently need activation erp many thank advance good regard tszvorba wtldpncx team leader logo new final small personal partner strixner gmbh cid communication intend solely use addressee may contain information worthy protection confidential exclude disclosure applicable law distribution distribution reproduction person recipient strictly prohibit receive message mistake notify sender delete message company post select follow link disclaimer alternate language,GRP_0,"[7, 12, 184, 5, 64, 549, 1103, 15, 1104, 428, 3195, 185, 2, 5, 3196, 3197, 32, 428, 185, 2090, 2091, 3198, 1601, 508, 246, 70, 3199, 3200, 206, 3201, 3202, 119, 184, 401, 606, 288, 231, 28, 380, 3203, 171, 50, 486, 187, 297, 21, 217, 995, 184, 165, 2092, 1105, 606, 32, 216, 7, 284, 293, 846, 69, 195, 2090, 2091, 74, 1667, 2093, 62, 1668, 1433, 322, 543, 3204, 379, 605, 544, 721, 830, 41, 831, 283, 655, 136, 832, 776, 777, 778, 779, 833, 722, 327, 327, 834, 367, 723, 780, 781, 2, 46, 656, 94, 657, 239, 46, 17, 724, 305, 115, 142, 478, 479, 78]",111
problem batch management tmqfjard qzhgdoua,GRP_24,"[51, 1106, 86, 1078, 1079]",5
problem batch management howfanzi siavgtby,GRP_24,"[51, 1106, 86, 1229, 1230]",5
setup new ws uadkqcsj xtmjlari,GRP_24,"[186, 62, 275, 3205, 3206]",5
erp problem want open drawing evh computer erp close log two ticket already write problem not yet resolve,GRP_0,"[7, 51, 171, 45, 330, 3207, 97, 7, 429, 50, 389, 19, 441, 411, 51, 3, 998, 79]",18
reset receive hello help database mark plant stock report daily xlsx thank cid cflrqoew qbgjwaye process plan company company produktion gmbh co kg managing director dr jofghyuach fabry phvkowml azbtkqwx naruedlk mpvhakdq communication intend solely use addressee may contain information worthy protection confidential exclude disclosure applicable law distribution distribution reproduction person recipient strictly prohibit receive message mistake please notify sender delete message post select follow link view disclaimer alternate language,GRP_24,"[6, 2, 28, 29, 575, 3208, 222, 1434, 85, 381, 1435, 293, 605, 2094, 2095, 277, 524, 17, 17, 999, 379, 1436, 1669, 2019, 503, 1235, 3209, 3210, 504, 505, 506, 477, 544, 721, 830, 41, 831, 283, 655, 136, 832, 776, 777, 778, 779, 833, 722, 327, 327, 834, 367, 723, 780, 781, 2, 46, 656, 5, 94, 657, 239, 46, 724, 305, 115, 142, 165, 478, 479, 78]",70
problem portal uitm ipzv cwdzunxs,GRP_24,"[51, 167, 3211, 3212, 1670]",5
install company barcode fr ewew vzqomdgt jwoqbuml,GRP_24,"[161, 17, 827, 278, 271, 621, 622]",7
please set read write authorization folder staebefertigung good morning please staebefertigung thank best regard child,GRP_24,"[5, 205, 366, 411, 693, 138, 1651, 69, 164, 5, 1651, 293, 130, 195, 1236]",15
ooo till oct problem engineer tool offline version not start receive win bit dell mit freundlichen gren good,GRP_0,"[788, 848, 849, 51, 274, 10, 696, 358, 3, 31, 2, 720, 458, 317, 147, 295, 355, 69]",18
computer shift leader h gabryltk h byczkowski h stankewitz defective hello defective please come,GRP_24,"[97, 984, 1667, 843, 3213, 843, 3214, 843, 3215, 542, 28, 542, 5, 245]",14
calculator measure device steli not work zedlet,GRP_24,"[985, 903, 92, 2096, 3, 16, 1671]",7
problem access point conference room e nipt wdq csenjruz f niptbwdq,GRP_24,"[51, 23, 728, 787, 842, 356, 1614, 1615, 601, 404, 654]",11
problem open wsb exe wu pfjwinbg ljtzbdqg,GRP_24,"[51, 45, 3216, 525, 501, 904, 905]",7
skype error,GRP_0,"[55, 27]",2
adobe pdf repair receipt generate come character,GRP_0,"[1107, 523, 526, 1237, 1108, 245, 2097]",7
install kis ewew guvgytniak,GRP_24,"[161, 2098, 271, 3217]",4
install kis ewew zlqfptjx xnklbfua,GRP_24,"[161, 2098, 271, 1428, 1429]",5
install company barcode fr ewew vzqomdgt jwoqbuml,GRP_24,"[161, 17, 827, 278, 271, 621, 622]",7
install company barcode fr ewew vzqomdgt jwoqbuml,GRP_24,"[161, 17, 827, 278, 271, 621, 622]",7
folder mbs receive hello helpteam department drive germany steel subfolder mbs disappear ehs folder please restore thank much many greeting best,GRP_0,"[138, 2099, 2, 28, 3218, 423, 126, 203, 1672, 3219, 2099, 3220, 1673, 138, 5, 485, 293, 1109, 284, 688, 130]",21
license let us talk video not open,GRP_0,"[697, 173, 215, 1000, 661, 3, 45]",7
calculator measure device steli not work jionmpsf wnkpzcmv,GRP_24,"[985, 903, 92, 2096, 3, 16, 564, 565]",8
usb verlngerungskabel liefern hxwtidja ixahzmvf,GRP_24,"[1424, 3221, 1674, 3222, 3223]",5
computer not start update ewew cudgevmx waqslrbd,GRP_24,"[97, 3, 31, 35, 271, 3224, 3225]",7
problem laser pc old pc semiautomatic machine turn apparently heat fan power supply not turn,GRP_24,"[51, 1089, 121, 226, 121, 3226, 315, 576, 3227, 3228, 1408, 26, 258, 3, 576]",15
fc department skvalicona hello marfhtyio activation srgtycha clear would please hr bxgwyamr hjbukvcq personalnr wjzvabrl bmcfrlyz also unlock thank advance kind regard reinhard yevirgnl ylhogjct broadcast wednesday september ypladjeu wzfryxav cc hqyfebtd pkmyrdga subject wg access right hello reinhard ask approval ok access greeting marfhtyio good regard,GRP_12,"[828, 423, 910, 28, 1238, 216, 3229, 698, 56, 5, 153, 3230, 3231, 3232, 3233, 3234, 158, 64, 293, 846, 260, 195, 1675, 2100, 2101, 1601, 508, 246, 1621, 1622, 206, 3235, 3236, 119, 913, 23, 309, 28, 1675, 214, 459, 550, 23, 688, 1238, 69, 195]",47
fc department scan good morning please set read write authorization folder thank best regard child,GRP_12,"[828, 423, 390, 69, 164, 5, 205, 366, 411, 693, 138, 293, 130, 195, 1236]",15
reset account,GRP_0,"[6, 15]",2
install win ewew sgnubadl gpkovbah,GRP_24,"[161, 720, 271, 1647, 1648]",5
install win ewew sgnubadl gpkovbah,GRP_24,"[161, 720, 271, 1647, 1648]",5
install win ewew vzqomdgt jwoqbuml,GRP_24,"[161, 720, 271, 621, 622]",5
install win ewew vzqomdgt jwoqbuml,GRP_24,"[161, 720, 271, 621, 622]",5
fc department distribution moin marfhtyio please allow mr lzuwmhpr riuheqsg drive hostname distribution form thank child,GRP_12,"[828, 423, 327, 2102, 1238, 5, 430, 380, 3237, 3238, 126, 37, 327, 312, 293, 1236]",16
problem printer not print dknejifu dljvtebc,GRP_24,"[51, 93, 3, 120, 3239, 3240]",6
splash sensation fullness,GRP_24,"[3241, 3242, 3243]",3
install eu tool zebra ewew zlqfptjx xnklbfua,GRP_24,"[161, 190, 10, 729, 271, 1428, 1429]",7
read write authorization kbtauftrgasbearb hello marfhtyio please give kbtauftrgasbearb thank anfghyudrejy good regard child,GRP_12,"[366, 411, 693, 2103, 28, 1238, 5, 196, 2103, 293, 2104, 69, 195, 1236]",14
speed internet plnvcwuq ikupsjhb conversion ip adaptation router speed port wv receive hello mrs muejkipler hope right contact person case know help mr ikupsjhb mr voigt no longer within reach gerberghty vacation would suspect direct clarification assessment etc telekom necessary however not uptodate status company regard conversion wait mr vacation good regard kind,GRP_0,"[1239, 72, 3244, 2105, 990, 460, 3245, 789, 1239, 431, 3246, 2, 28, 1427, 3247, 1110, 309, 49, 367, 725, 177, 29, 380, 2105, 380, 3248, 8, 378, 730, 551, 3249, 699, 56, 1111, 914, 1676, 3250, 331, 1677, 1104, 630, 3, 3251, 298, 17, 195, 990, 826, 380, 699, 69, 195, 260]",53
restore schaem file db mdb hello would please reset file db mdb everything not seem work anymore thank cflrqoew qbgjwaye process plan,GRP_12,"[485, 3252, 125, 1100, 2106, 28, 56, 5, 6, 125, 1100, 2106, 662, 3, 391, 16, 487, 293, 2094, 2095, 277, 524]",22
restore directory schulzgth public hello marfhtyio lose folder drive hostname get back put drive department distribution form many thank advance child,GRP_12,"[485, 663, 3253, 915, 28, 1238, 509, 138, 126, 37, 33, 155, 631, 126, 423, 327, 312, 284, 293, 846, 1236]",21
problem ie dwgliuyt ieqgdpbm,GRP_24,"[51, 320, 3254, 3255]",4
problem ewew wrcktgbd wzrgyunp,GRP_24,"[51, 271, 773, 774]",4
door opener function not work no possible follow time attendance card,GRP_0,"[2107, 3256, 368, 3, 16, 8, 249, 115, 76, 432, 916]",11
keyboard defective wcu poaty fq zwph zwphj,GRP_24,"[3257, 542, 3258, 3259, 3260, 3261, 3262]",7
defective fiber optic cable box vaigycet jtgmpdcr,GRP_24,"[542, 1678, 3263, 1406, 392, 1661, 1662]",7
check wu essa presse box flash continuously wrcktgbd wzrgyunp,GRP_24,"[61, 501, 2037, 3264, 392, 632, 1001, 773, 774]",9
setup computer repair information niptbwdq csenjruz,GRP_24,"[186, 97, 526, 136, 654, 601]",6
problem screen saver sinic station jionmpsf wnkpzcmv,GRP_24,"[51, 141, 1240, 2058, 2108, 564, 565]",7
make external hard drive available old notebook edsp loy fx kzq nobook edspmloy fxnkzaqu,GRP_24,"[261, 510, 237, 126, 133, 226, 1002, 3265, 3266, 3267, 3268, 3269, 3270, 3271]",14
problem portal ghaltiek lsuepvyx,GRP_24,"[51, 167, 2109, 2110]",4
synchronization exchange activesync temporarily block device access grant administrator,GRP_0,"[836, 270, 482, 483, 184, 92, 23, 1625, 400]",9
plm receive hello new trainee hspgxeit prwiqjto diehfhyumj hdmwolxq xqbevoic bhdikthyu plm authorization still require good regard good,GRP_0,"[488, 2, 28, 62, 3272, 3273, 3274, 3275, 3276, 3277, 3278, 488, 693, 221, 188, 69, 195, 69]",18
licwu unlock,GRP_0,"[3279, 64]",2
dnc unlock,GRP_0,"[1679, 64]",2
problem erpgui ewewx vzqomdgt jwoqbuml,GRP_24,"[51, 825, 1099, 621, 622]",5
problem erpgui ewewx vzqomdgt jwoqbuml,GRP_24,"[51, 825, 1099, 621, 622]",5
create new account ewew ewew optiplex warehouse mr darda ewew darda,GRP_24,"[236, 62, 15, 271, 271, 1423, 405, 380, 2111, 271, 2111]",11
print problem label laser wu pfjwinbg ljtzbdqg,GRP_24,"[120, 51, 566, 1089, 501, 904, 905]",7
print problem label laser wu pfjwinbg ljtzbdqg,GRP_24,"[120, 51, 566, 1089, 501, 904, 905]",7
setup new ws calculator repair qnigujek kopqcjdh,GRP_24,"[186, 62, 275, 985, 526, 3280, 3281]",7
computer ewew ewew generate new create,GRP_24,"[97, 271, 271, 1108, 62, 236]",6
reactivate old laptop hr mghllenbecfnfk bctypmjw cbhnxafz,GRP_24,"[1402, 226, 174, 153, 3282, 1643, 1644]",7
email delegation,GRP_0,"[34, 1680]",2
quick reactivate account laptop ewel quick,GRP_24,"[850, 1402, 15, 174, 1399, 850]",6
setup new ws strahlraum xaqzisrk ahbgjrqz,GRP_24,"[186, 62, 275, 1681, 1437, 1438]",6
setup new ws strahlraum ujtmipzv cwdzunxs,GRP_24,"[186, 62, 275, 1681, 2112, 1670]",6
setup new ws strahlraum fyedqgzt jdqvuhlr,GRP_24,"[186, 62, 275, 1681, 2113, 2114]",6
printer not print hp rfvmeyho qgtxjsdc,GRP_24,"[93, 3, 120, 546, 3283, 3284]",6
setup new ws computer old forge nfayqjhg kyswcpei,GRP_24,"[186, 62, 275, 97, 226, 3285, 2115, 2116]",8
change password yesterday outlook not connect enter registration datum window keep come back succeed password today problem not use not edit email,GRP_0,"[47, 4, 346, 22, 3, 42, 187, 718, 217, 140, 250, 245, 155, 3286, 4, 218, 51, 3, 41, 3, 1112, 34]",22
please call back tomorrow central european time receive reason new hiring outlock many thing no longer work good regard uwe schrck technical advice sale company deutschland gmbh manage director rfwlsoej yvtjzkaw phvkowml azbtkqwx naruedlk mpvhakdq register office company germany hgermany register law bad homburg hrb communication intend solely use addressee may contain information worthy protection confidential exclude disclosure applicable law distribution distribution reproduction person recipient strictly prohibit receive message mistake notify sender delete message company post select follow link view disclaimer alternate language,GRP_0,"[5, 60, 155, 428, 1682, 1113, 76, 2, 552, 62, 3287, 3288, 284, 700, 8, 378, 16, 69, 195, 1683, 2117, 603, 1241, 149, 17, 829, 379, 623, 503, 991, 992, 504, 505, 506, 477, 502, 122, 17, 203, 3289, 502, 722, 1003, 3290, 1439, 544, 721, 830, 41, 831, 283, 655, 136, 832, 776, 777, 778, 779, 833, 722, 327, 327, 834, 367, 723, 780, 781, 2, 46, 656, 94, 657, 239, 46, 17, 724, 305, 115, 142, 165, 478, 479, 78]",83
please create account gogtyekhan merdivan send monday august ughzilfm cfibdamq subject please account hello please employee ujtmipzv cwdzunxs xaqzisrk ahbgjrqz fyedqgzt jdqvuhlr employee not yet login account good regards b eng qidgvtwa qvbutayx line blast supervisor blast manage director phvkowml azbtkqwx naruedlk mpvhakdq register office germany registergerirtcht list court register personally liable partner general partner company beteiligung gmbh register frth bay regster communication intend solely use addressee may contain information worthy protection confidential exclude disclosure applicable law distribution distribution reproduction person recipient strictly prohibit receive message mistake notify sender delete message select follow link view disclaimer alternate language,GRP_0,"[5, 236, 15, 2006, 1610, 65, 326, 251, 823, 824, 119, 5, 15, 28, 5, 129, 2112, 1670, 1437, 1438, 2113, 2114, 129, 3, 998, 21, 15, 69, 2085, 917, 731, 1082, 1083, 507, 1684, 511, 1684, 623, 503, 504, 505, 506, 477, 502, 122, 203, 1412, 282, 2020, 502, 1086, 1618, 543, 570, 543, 17, 2021, 379, 502, 689, 2022, 2023, 544, 721, 830, 41, 831, 283, 655, 136, 832, 776, 777, 778, 779, 833, 722, 327, 327, 834, 367, 723, 780, 781, 2, 46, 656, 94, 657, 239, 46, 305, 115, 142, 165, 478, 479, 78]",98
runtime error hrp hcm production following occur create time sheet see appendix holiday worker randstad employee system include thursday,GRP_0,"[1242, 27, 664, 577, 139, 918, 609, 236, 76, 851, 77, 2118, 2119, 3291, 3292, 129, 38, 574, 461]",19
system freeze startup,GRP_0,"[38, 462, 1114]",3
registration account mp ek pc empwa set query extension lqjoagzt gqueiatx mention name mp ek must release discuss crishtyutian prye,GRP_0,"[718, 15, 1004, 2120, 121, 3293, 205, 194, 1685, 3294, 3295, 512, 58, 1004, 2120, 427, 476, 1617, 3296, 3297]",20
replace monitor htv pyua izgul rcf,GRP_24,"[902, 281, 3298, 3299, 3300, 3301]",6
network not available scan please check vzqomdgt jwoqbuml,GRP_24,"[20, 3, 133, 390, 5, 61, 621, 622]",8
problem kiosk ompeztak ilkpqtjh bur orde,GRP_24,"[51, 919, 3302, 3303, 1686, 1687]",6
scannt nicht mehr hallo unser drucker richtig ein es kommt immer die meldung auftrag wurde abgeschlossen wenn man dann auf detail geht steht dort anmelde fehler kannst du das bitte mal berprfen freitag ge noch samstag trat dieser fehler auf,GRP_24,"[2121, 268, 1115, 463, 3304, 691, 3305, 1243, 578, 1440, 1244, 393, 1688, 2122, 1005, 3306, 790, 3307, 920, 464, 137, 1689, 3308, 3309, 3310, 1116, 2123, 2124, 791, 444, 2125, 3311, 3312, 3313, 1117, 3314, 3315, 921, 1116, 464]",40
problem scanning document receive dear lady gentleman document not currently work no access printer mp pc no empw please remedy best regard jctnelqs lansuiwe quality assurance personally liable partner company gmbh register office company frth registration law hrb,GRP_0,"[51, 1690, 223, 2, 127, 3316, 3317, 223, 3, 328, 16, 8, 23, 93, 1004, 121, 8, 2080, 5, 1630, 130, 195, 3318, 3319, 732, 1691, 1086, 1618, 543, 17, 379, 502, 122, 17, 689, 718, 722, 1439]",38
ms office installation not complete see appendix tel complete,GRP_0,"[208, 122, 256, 3, 197, 77, 2118, 1087, 197]",9
scanning scanner vh not work information drive know,GRP_0,"[1690, 600, 1692, 3, 16, 136, 126, 177]",8
weekly report error message receive hello please correct follow problem vpn connection active not upload cid good regard,GRP_0,"[701, 85, 27, 46, 2, 28, 5, 297, 115, 51, 40, 152, 88, 3, 852, 605, 69, 195]",18
ng azubi lock,GRP_0,"[2126, 3320, 30]",3
problem computer ewewx howfanzi siavgtby,GRP_24,"[51, 97, 1099, 1229, 1230]",5
problem info booth ewew,GRP_24,"[51, 695, 3321, 271]",4
support fr sthrmann xosdfhbu gtbfkisl,GRP_24,"[180, 278, 1693, 1608, 1609]",5
passwort entsperrung erp sid receive trotz benutzung des password management tool passwortmanager funktioniert die nicht ich konnte mich nicht einloggen password management tool verwendet kein erfolg anruf bei rcksetzung pw auf daypay zugang zu dann mglich musste aber ber wieder alle angleichen das neue pw nach telefonat erneute einloggen versucht geht nicht tut mir leid leute ich kann den ganzen tag damit verbringen passwrter berlegen bringt mit endlich zum laufen diese firma effizienter wird fr aktuellen fall bitte um erneute es passwort weiterarbeiten kann mit freundlichen grugermany best,GRP_0,"[733, 3322, 7, 18, 2, 3323, 3324, 1245, 4, 86, 10, 3325, 734, 393, 268, 513, 2127, 2128, 268, 1694, 4, 86, 10, 3326, 1006, 2129, 3327, 702, 3328, 665, 464, 703, 3329, 1695, 920, 1441, 3330, 1696, 1697, 2130, 2131, 3331, 791, 3332, 665, 853, 3333, 2132, 1694, 1698, 1689, 268, 3334, 1442, 3335, 3336, 513, 489, 854, 3337, 855, 3338, 3339, 2133, 3340, 3341, 147, 3342, 1699, 3343, 579, 3344, 3345, 792, 278, 3346, 3347, 444, 856, 2132, 578, 733, 3348, 489, 147, 295, 1443, 130]",88
